9.999999999999999395e-12 6.324555320336758382e-06 3.162277660168378943e-17
1.293930415621604418e-11 7.194248857585076328e-06 4.654428707190155446e-17
1.674255920470704789e-11 8.183534494265188713e-06 6.850665538699863219e-17
2.166370659031591227e-11 9.308857414380331167e-06 1.008321778581111545e-16
2.803132887231196152e-11 1.058892418941829190e-05 1.484108081787817578e-16
3.627058901817649129e-11 1.204501374315139471e-05 2.184398715980659458e-16
4.693161832312970197e-11 1.370133107739969916e-05 3.215128203216790939e-16
6.072624840264172968e-11 1.558540963884385267e-05 4.732217285926792549e-16
7.857553983477100771e-11 1.772856901554900093e-05 6.965159404473786655e-16
1.016712809160975897e-10 2.016643557162222714e-05 1.025173668039393290e-15
1.315555627725470582e-10 2.293953467466566172e-05 1.508911696932999114e-15
1.702237440156159010e-10 2.609396436079545865e-05 2.220906154852325173e-15
2.202576798427914834e-10 2.968216163575634878e-05 3.268862027305204664e-15
2.849981112228334612e-10 3.376377415057940423e-05 4.811305930334728297e-15
3.687677245059346961e-10 3.840665174190193381e-05 7.081566784376535026e-15
4.771597750377974649e-10 4.368797431961328795e-05 1.042307199910187438e-14
6.174115460325685219e-10 4.969553485103338745e-05 1.534129850164595562e-14
7.988875783675019782e-10 5.652919876904331222e-05 2.258023735582809170e-14
1.033704936311999048e-09 6.430256406433569442e-05 3.323493894541118016e-14
1.337542257872289065e-09 7.314484965798450278e-05 4.891716368163486138e-14
1.730686609640157141e-09 8.320304344530090105e-05 7.199919658604524816e-14
2.239388044122434095e-09 9.464434571853585457e-05 1.059727081229397377e-13
2.897612302669393102e-09 1.076589485861606077e-04 1.559769469578552976e-13
3.749308691103282238e-09 1.224631975918199231e-04 2.295761655356544723e-13
4.851344552972963762e-09 1.393031880894757344e-04 3.379038813748232134e-13
6.277302273751938856e-09 1.584588561583345420e-04 4.973470690294223788e-13
8.122392340058289961e-09 1.802486320620302505e-04 7.320250541833097732e-13
1.050981049641337989e-08 2.050347336078780472e-04 1.077438097700698830e-12
1.359896346372849392e-08 2.332291873992489229e-04 1.585837599058735978e-12
1.759611244664522458e-08 2.653006780741068980e-04 2.334130281781604738e-12
2.276814509141214211e-08 3.017823393865992328e-04 3.435512044589936418e-12
2.946039544106396942e-08 3.432806166451229913e-04 5.056591356808803862e-12
3.811970171743279742e-08 3.904853478297632416e-04 7.442592492149284872e-12
4.932424148660940971e-08 4.441812309704650658e-04 1.095445115010332558e-11
6.382213628698890171e-08 5.052608684115124024e-04 1.612341400212095384e-11
8.258140333168240178e-08 5.747396048009303666e-04 2.373140155737868827e-11
1.068545895355793736e-07 6.537724054610422920e-04 3.492929101761402301e-11
1.382624034488481622e-07 7.436730557142652662e-04 5.141101203160174000e-11
1.789019291594104393e-07 8.459360003201434747e-04 7.566979120133464734e-11
2.314866475527428146e-07 9.622611860669489118e-04 1.113753080163820406e-10
2.995276140787729621e-07 1.094582320483522076e-03 1.639288154336180717e-10
3.875678901750942483e-07 1.245099016424146493e-03 2.412801994272957435e-10
5.014858812158489955e-07 1.416313356875305339e-03 3.551305759251948669e-10
6.488878347099914471e-07 1.611071487811749922e-03 5.227023446445854791e-10
8.396157056581022295e-07 1.832610930512095686e-03 7.693444598093322504e-10
1.086404298984617158e-06 2.084614399820376718e-03 1.132367022845047237e-09
1.405731566118263685e-06 2.371271022990213782e-03 1.666685264419445211e-09
1.818918829599817354e-06 2.697345976770364109e-03 2.453126693546463387e-09
2.353554397166053891e-06 3.068259700329197242e-03 3.610658054678590846e-09
3.045335619313133278e-06 3.490178000797743412e-03 5.314381691786235204e-09
3.940452383605119033e-06 3.970114549281982159e-03 7.822023669451774731e-09
5.098671190455324133e-06 4.516047471165609596e-03 1.151292056798035607e-08
6.597325732583758258e-06 5.137051968817819489e-03 1.694540257175092825e-08
8.536480427153225474e-06 5.843451181332218712e-03 2.494125331823393711e-08
1.104561166705208812e-05 6.646987789082236218e-03 3.671002293691975562e-08
1.429225289514355033e-05 7.561019215725760592e-03 5.403199938809626235e-08
1.849318072878221100e-05 8.600739672558916152e-03 7.952751658291957789e-08
2.392888902655861350e-05 9.783432736326981918e-03 1.170533381231845222e-07
3.096231732349830128e-05 1.112875865916739156e-02 1.722860785108851462e-07
4.006308412300216276e-05 1.265908118672159563e-02 2.535809172517706598e-07
5.183884309035959108e-05 1.439983931720900667e-02 3.732355054455942539e-07
6.707585578525212882e-05 1.637997018132232585e-02 5.493502588245531844e-07
8.679148995438626954e-05 1.863239007260059088e-02 8.085664479061603162e-07
1.123021486690973337e-04 2.119454162458790647e-02 1.190096282248921287e-06
1.453111659026046069e-04 2.410901623066396410e-02 1.751654628621299141e-06
1.880225372908175059e-04 2.742426205321248089e-02 2.578189667286647427e-06
2.432880798229361357e-04 3.119538939157106422e-02 3.794733192202058417e-06
3.147978462410744630e-04 3.548508679662906035e-02 5.585314448628208357e-06
4.073265080234993629e-04 4.036466316091337492e-02 8.220798646439814750e-06
5.270521578205443610e-04 4.591523310713098438e-02 1.209986134297334137e-05
6.819688176230004730e-04 5.222906538022676487e-02 1.780929698145381469e-05
8.824201956279051221e-04 5.941111665767291605e-02 2.621278459176801207e-05
1.141790330481715077e-03 6.758077627496490714e-02 3.858153843860151423e-05
1.477397236872934764e-03 7.687385086940642931e-02 5.678660743112155069e-05
1.911649220745206476e-03 8.744482193349602250e-02 8.358191285368548945e-05
2.473541070721571068e-03 9.946941380588449066e-02 1.230208401647272837e-04
3.200590025695871331e-03 1.131475147883659188e-01 1.810694036319600330e-04
4.141340782183020042e-03 1.287064999474854810e-01 2.665087385822792021e-04
5.358606799520776107e-03 1.464050108366619640e-01 3.922634432766248331e-04
6.933664323256701761e-03 1.665372549702522353e-01 5.773567116401713854e-04
8.971679159572235399e-03 1.894378965209679022e-01 8.497880141251846131e-04
1.160872854376899035e-02 2.154876195401396188e-01 1.250768639892225554e-03
1.502088694947739320e-02 2.451194561798585025e-01 1.840955820197516047e-03
1.943598249354249602e-02 2.788259851128835898e-01 2.709628482699373044e-03
2.514880890588366835e-02 3.171675198117466232e-01 3.988192673449343813e-03
3.254080875997836242e-02 3.607814228032167336e-01 5.870059641796186896e-03
4.210554220346212490e-02 4.103927007316875986e-01 8.639903590325436963e-03
5.448164172329875155e-02 4.668260563563210175e-01 1.271672497475277719e-02
7.049545331877529741e-02 5.310195978258251959e-01 1.871723363494264686e-02
9.121621121219634920e-02 6.040404331241290281e-01 2.754913986427855871e-02
1.180274300852257457e-01 6.871024089179886829e-01 4.054846576497905114e-02
1.527192816649260154e-01 7.815862886845598156e-01 5.968164828353073048e-02
1.976081235981305972e-01 8.890627055458587558e-01 8.784300650199722282e-02
2.556911614975345137e-01 1.011318271361759891e+00 1.292925717240835659e-01
3.308465708672769789e-01 1.150385276100623466e+00 1.903005118870484680e-01
4.280924409492782856e-01 1.308575471188847095e+00 2.800956338137927659e-01
5.539218300419668228e-01 1.488518498429854064e+00 4.122614453507926213e-01
7.167363037680849480e-01 1.693205603307625484e+00 6.067909628170587988e-01
9.274069034257306221e-01 1.926039359333791667e+00 8.931110990579148590e-01
1.199999999999999956e+00 2.190890230020664298e+00 1.314534138012398490e+00
