   8.43390E+02  2.50050E+02  1.38000E+00
   8.43390E+02  2.50050E+02  1.40000E+00
   8.43390E+02  2.50050E+02  1.42000E+00
   8.43390E+02  2.50050E+02  1.44000E+00
   8.43390E+02  2.50050E+02  1.46000E+00
   8.43390E+02  2.50050E+02  1.48000E+00
   8.43390E+02  2.50050E+02  1.50000E+00
   8.43390E+02  2.50050E+02  1.52000E+00
   8.43390E+02  2.50050E+02  1.54000E+00
   8.43390E+02  2.50050E+02  1.56000E+00
   8.43390E+02  2.50050E+02  1.58000E+00
   8.43390E+02  2.50050E+02  1.60000E+00
   8.43390E+02  2.50050E+02  1.62000E+00
   8.43390E+02  2.50050E+02  1.64000E+00
   2.24330E+03  2.67440E+02  1.66000E+00
   2.27370E+03  2.77420E+02  1.68000E+00
   2.30410E+03  2.87450E+02  1.70000E+00
   2.33460E+03  2.97510E+02  1.72000E+00
   2.36530E+03  3.07620E+02  1.74000E+00
   2.39610E+03  3.17760E+02  1.76000E+00
   2.42700E+03  3.27940E+02  1.78000E+00
   2.45800E+03  3.38170E+02  1.80000E+00
   2.48910E+03  3.48430E+02  1.82000E+00
   2.52030E+03  3.58720E+02  1.84000E+00
   2.55170E+03  3.69060E+02  1.86000E+00
   2.58310E+03  3.79430E+02  1.88000E+00
   2.61470E+03  3.89840E+02  1.90000E+00
   2.64640E+03  4.00290E+02  1.92000E+00
   2.67820E+03  4.10770E+02  1.94000E+00
   2.71010E+03  4.21290E+02  1.96000E+00
   2.74210E+03  4.31850E+02  1.98000E+00
   2.77420E+03  4.42440E+02  2.00000E+00
   2.80640E+03  4.53070E+02  2.02000E+00
   2.83870E+03  4.63740E+02  2.04000E+00
   2.87120E+03  4.74440E+02  2.06000E+00
   2.90370E+03  4.85170E+02  2.08000E+00
   2.93630E+03  4.95940E+02  2.10000E+00
   2.96910E+03  5.06740E+02  2.12000E+00
   3.00190E+03  5.17580E+02  2.14000E+00
   3.03480E+03  5.28450E+02  2.16000E+00
   3.06790E+03  5.39360E+02  2.18000E+00
   3.10100E+03  5.50300E+02  2.20000E+00
