9.304122710799886e-10	1.827277650476034e-16	1.0000000000000002e-12
9.434481473768381e-10	1.879934917091969e-16	1.0140108731614814e-12
9.566666675046374e-10	1.9340480364755936e-16	1.0282180508897098e-12
9.70070390463995e-10	1.9896558534712206e-16	1.0426242835830713e-12
9.836619111095982e-10	2.0467982069345046e-16	1.0572323601754341e-12
9.974438606525773e-10	2.1055159537006932e-16	1.0720451086760657e-12
1.0114189071699011e-09	2.1658509930792166e-16	1.0870653967171121e-12
1.0255897561209212e-09	2.227846291884549e-16	1.1022961321087513e-12
1.039959150871139e-09	2.291545910013307e-16	1.1177402634021182e-12
1.054529873223328e-09	2.356995026577846e-16	1.1334007804601262e-12
1.0693047439560852e-09	2.424239966606615e-16	1.1492807150362769e-12
1.0842866233699378e-09	2.4933282283218113e-16	1.1653831413615869e-12
1.0994784118410935e-09	2.564308511004936e-16	1.1817111767397326e-12
1.1148830503829608e-09	2.6372307434610966e-16	1.1982679821505381e-12
1.1305035212155247e-09	2.712146113092978e-16	1.2150567628619134e-12
1.1463428483427123e-09	2.789107095595665e-16	1.2320807690503716e-12
1.162404098137842e-09	2.868167485283599e-16	1.249343296430237e-12
1.1786903799372747e-09	2.9493824260611465e-16	1.2668476868916681e-12
1.1952048466423896e-09	3.0328084430484967e-16	1.2845973291476232e-12
1.2119506953299899e-09	3.118503474874708e-16	1.3025956593898884e-12
1.2289311678712627e-09	3.206526906649952e-16	1.320846161954296e-12
1.2461495515594143e-09	3.29693960362928e-16	1.3393523699952674e-12
1.263609179746095e-09	3.3898039455802783e-16	1.3581178661698002e-12
1.2813134324867491e-09	3.4851838618674123e-16	1.377146283331047e-12
1.2992657371949983e-09	3.5831448672658773e-16	1.3964413052316037e-12
1.3174695693062022e-09	3.683754098518173e-16	1.4160066672366576e-12
1.3359284529503147e-09	3.7870803516467615e-16	1.435846157047122e-12
1.3546459616341659e-09	3.893194120036504e-16	1.45596361543291e-12
1.373625718933305e-09	4.00216763330075e-16	1.4763629369764717e-12
1.392871399193545e-09	4.114074896945376e-16	1.4970480708267616e-12
1.4123867282423219e-09	4.2289917328451806e-16	1.5180230214637554e-12
1.4321754841100382e-09	4.346995820547583e-16	1.5392918494736929e-12
1.4522414977615039e-09	4.468166739418685e-16	1.560858672335171e-12
1.472588653837628e-09	4.592586011647261e-16	1.5827276652162573e-12
1.4932208914075047e-09	4.720337146122559e-16	1.6049030617827697e-12
1.5141422047310399e-09	4.851505683202172e-16	1.6273891550178813e-12
1.5353566440322558e-09	4.986179240386664e-16	1.6501902980532068e-12
1.5568683162834403e-09	5.124447558918112e-16	1.6733109050115377e-12
1.5786813860002756e-09	5.266402551320132e-16	1.6967554518613774e-12
1.6008000760481176e-09	5.412138349897509e-16	1.7205284772834594e-12
1.6232286684595604e-09	5.561751356214029e-16	1.7446345835493945e-12
1.6459715052634707e-09	5.71534029156774e-16	1.7690784374126388e-12
1.6690329893256247e-09	5.873006248483377e-16	1.7938647710119388e-12
1.6924175852011347e-09	6.0348527432424275e-16	1.818998382787437e-12
1.716129819998812e-09	6.200985769471872e-16	1.8444841384096117e-12
1.7401742842576463e-09	6.371513852813528e-16	1.870326971721233e-12
1.7645556328355618e-09	6.546548106696446e-16	1.8965318856925163e-12
1.7892785858106315e-09	6.726202289235962e-16	1.9231039533896597e-12
1.8143479293949099e-09	6.910592861283528e-16	1.9500483189569448e-12
1.8397685168610805e-09	7.099839045652703e-16	1.977370198612611e-12
1.8655452694820764e-09	7.294062887547446e-16	2.005074881658665e-12
1.8916831774838782e-09	7.493389316220115e-16	2.0331677315048573e-12
1.9181873010116443e-09	7.697946207887476e-16	2.0616541867069884e-12
1.9450627711093977e-09	7.907864449934605e-16	2.0905397620197776e-12
1.9723147907134208e-09	8.123278006437419e-16	2.1198300494644687e-12
1.999948635659586e-09	8.34432398503643e-16	2.1495307194114127e-12
2.0279696557047788e-09	8.571142705195286e-16	2.179647521677794e-12
2.0563832755626517e-09	8.803877767879848e-16	2.2101862866407594e-12
2.085194995953875e-09	9.042676126694578e-16	2.241152926366128e-12
2.1144103946711136e-09	9.287688160515442e-16	2.2725534357529267e-12
2.144035127658907e-09	9.53906774765989e-16	2.304393893693949e-12
2.1740749301087006e-09	9.796972341637031e-16	2.336680464252588e-12
2.2045356175691956e-09	1.0061563048522817e-15	2.3694193978561416e-12
2.2354230870722737e-09	1.0333004706007842e-15	2.4026170325058575e-12
2.266743318274679e-09	1.0611465964167413e-15	2.436279795003912e-12
2.298502374615701e-09	1.0897119368006497e-15	2.4704142021975917e-12
2.330706404491083e-09	1.1190141441834837e-15	2.505026862240904e-12
2.3633616424433557e-09	1.1490712775530425e-15	2.540124475873865e-12
2.396474410368864e-09	1.1799018112752912e-15	2.575713837719708e-12
2.430051118741692e-09	1.2115246441171686e-15	2.611801837600272e-12
2.4640982678547337e-09	1.2439591084777124e-15	2.6483954618698125e-12
2.498622449078154e-09	1.2772249798347216e-15	2.6855017947675136e-12
2.5336303461354636e-09	1.3113424864145817e-15	2.7231280197889318e-12
2.5691287363974816e-09	1.3463323190933234e-15	2.7612814210766704e-12
2.6051244921944156e-09	1.3822156415374134e-15	2.79996938483053e-12
