1.251192973040000034e+01 4.892945000000000277e+02 2.625020971549056892e+00 3.559119720055836916e-03
1.263254276960000055e+01 4.334147192319474016e+02 2.649050846491002087e+00 5.123353586359570035e-03
1.276655725759999882e+01 3.839166776796138265e+02 2.662424944237797408e+00 7.217631661149070781e-03
1.286036739919999938e+01 3.400715500888971405e+02 2.661447655969596315e+00 9.861592085060917265e-03
1.295417754079999995e+01 3.012337465484538939e+02 2.645309281624753872e+00 1.316265934597403431e-02
1.306138913120000034e+01 2.668314066139835745e+02 2.615809534628273703e+00 1.718697873725929040e-02
1.311499492639999964e+01 2.363579790491519645e+02 2.574981954075052482e+00 2.184910798853373359e-02
1.318200217039999877e+01 2.093647632005238108e+02 2.524389844005490602e+00 2.716406275468337059e-02
1.322220651680000003e+01 1.854543021832826355e+02 2.465222167334171210e+00 3.333862174765230696e-02
1.324900941440000146e+01 1.642745305968578577e+02 2.398450672411666762e+00 4.023818392591604898e-02
1.328921376079999916e+01 1.455135905995205121e+02 2.324934714344811137e+00 4.802346671049319976e-02
1.328921376079999916e+01 1.288952400121475534e+02 2.245481781057345749e+00 5.642996498919825715e-02
1.328921376079999916e+01 1.141747848385775370e+02 2.160886168224079196e+00 6.518691533811488137e-02
1.326241086319999951e+01 1.011354763116693931e+02 2.071939429129926680e+00 7.477166268280009687e-02
1.324900941440000146e+01 8.958531941399597542e+01 1.979447915437353656e+00 8.480111908147734689e-02
1.320880506800000020e+01 7.935424588079652608e+01 1.884225058811655584e+00 9.447348894662981056e-02
1.316860072159999895e+01 7.029161005956196107e+01 1.787090865632053660e+00 1.044760004807802484e-01
1.310159347759999982e+01 6.226397075447727758e+01 1.688854902721871998e+00 1.137956387608366343e-01
1.303458623359999891e+01 5.515312639487660817e+01 1.590293784450064640e+00 1.225006637374784629e-01
1.296757898959999977e+01 4.885437459689318729e+01 1.492177790245211577e+00 1.301995318467841778e-01
1.288717029680000081e+01 4.327497049152369613e+01 1.395278202185403105e+00 1.374897942870365875e-01
1.279336015520000025e+01 3.833276111902863192e+01 1.300215777858528154e+00 1.436195615193211483e-01
1.271295146239999951e+01 3.395497578204764721e+01 1.207564408468153383e+00 1.486940872360691390e-01
1.261914132080000073e+01 3.007715454619611961e+01 1.118007751817244655e+00 1.524057862715874623e-01
1.252533117920000016e+01 2.664219911103738170e+01 1.031790630779053197e+00 1.554739672538119621e-01
1.243152103759999960e+01 2.359953207614617909e+01 9.495765418349776388e-01 1.565621839672774462e-01
1.235111234480000064e+01 2.090435222302362916e+01 8.713620665257267861e-01 1.566124416957417054e-01
1.227070365199999991e+01 1.851697484739256439e+01 7.977342093579476989e-01 1.557187238407744811e-01
1.220369640800000077e+01 1.640224742871150099e+01 7.284674386665985768e-01 1.546478359719477280e-01
1.215009061279999969e+01 1.452903203303517721e+01 6.639924754345893909e-01 1.515623118378409406e-01
1.210988626640000021e+01 1.286974682795312930e+01 6.041361523873064465e-01 1.482872984688277662e-01
1.208308336880000056e+01 1.139995995872332557e+01 5.488067021862143013e-01 1.445932019126454360e-01
1.208308336880000056e+01 1.009802980570088948e+01 4.982705953824979050e-01 1.399332077357059445e-01
1.210988626640000021e+01 8.944786326095401918e+00 4.519506453761956144e-01 1.339823341958416569e-01
1.217689351039999934e+01 7.923248788029298773e+00 4.098592804838893655e-01 1.288232484608738959e-01
1.227070365199999991e+01 7.018375740721765510e+00 3.720837397906662236e-01 1.227479501139671081e-01
1.241811958879999978e+01 6.216843539277950192e+00 3.379635257239829160e-01 1.176425669585610956e-01
1.260573987199999912e+01 5.506850163010414967e+00 3.073950991639427532e-01 1.109685548383066156e-01
1.283356450159999973e+01 4.877941438650061912e+00 2.804251941968510797e-01 1.050275272101681701e-01
1.312839637519999947e+01 4.320857109700599885e+00 2.564516141437977459e-01 9.857454702783527423e-02
1.349023549280000012e+01 3.827394485411643732e+00 2.350548826103314726e-01 9.390102032550555478e-02
1.391908185439999990e+01 3.390287661693709875e+00 2.162776932038696920e-01 8.737259287661831852e-02
1.442833690880000042e+01 3.003100535584425135e+00 1.996859916325719464e-01 8.140815022657139910e-02
1.501800065599999989e+01 2.660132037976383756e+00 1.846961425955482294e-01 7.655801287912884778e-02
1.572827744239999959e+01 2.356332189222324125e+00 1.713622058378908297e-01 7.073828915715431320e-02
1.658597016559999915e+01 2.087227741593240093e+00 1.593091797760273765e-01 6.671026784938935417e-02
1.760448027440000018e+01 1.848856313724691169e+00 1.484723685116129399e-01 6.212270509848978606e-02
1.882401211520000217e+01 1.637708047225546526e+00 1.387989654250356419e-01 5.806732075815120714e-02
2.031157293200000069e+01 1.450673926382089363e+00 1.301511258363231838e-01 5.581248690877733953e-02
2.210736707120000233e+01 1.284999999999999920e+00 1.225661445840414837e-01 5.379243279493103186e-02
